"Cryptocurrency","Year","FileName"
"Stellar Classic","01/06/2019","Stellar Classic.txt"
"Stellar Gold","15/05/2019","Stellar Gold.txt"
"Stellite","01/04/2018","Stellite.txt"
"Stem Cell Coin","16/10/2018","Stem Cell Coin.txt"
"STEX","28/10/2017","STEX.txt"
"STK","01/12/2017","STK.txt"
"StockChain","30/03/2018","StockChain.txt"
"Storeum","16/07/2019","Storeum.txt"
"Storiqa","27/11/2017","Storiqa.txt"
"Storj","30/10/2018","Storj.txt"
"Storm","16/10/2017","Storm.txt"
"Stox","25/07/2017","Stox.txt"
"STPT","01/05/2019","STPT.txt"
"Stratis","12/08/2016","Stratis.txt"
"streamr","25/07/2017","streamr.txt"
"Substratum","13/08/2017","Substratum.txt"
"subx","06/11/2018","subx.txt"
"Sugar Exchange","23/12/2017","Sugar Exchange.txt"
"SunContract","01/04/2017","SunContract.txt"
"Super Game Chain","25/05/2018","Super Game Chain.txt"
"Super Zero","10/01/2019","Super Zero.txt"
"suqa","15/10/2018","suqa.txt"
"SureRemit","09/01/2018","SureRemit.txt"
"Suretly","09/07/2017","Suretly.txt"
"Swace","15/07/2018","Swace.txt"
"Swarm","01/04/2018","Swarm.txt"
"Sweetbridge","21/05/2018","Sweetbridge.txt"
"SwftCoin","13/02/2018","SwftCoin.txt"
"SwiftCash","28/11/2018","SwiftCash.txt"
"Swipe","04/06/2019","Swipe.txt"
"SwissBorg","16/11/2017","SwissBorg.txt"
"Switcheo","02/02/2018","Switcheo.txt"
"SyncFab","03/08/2018","SyncFab.txt"
"Synthetix Network","11/06/2018","Synthetix Network.txt"
"tagz","11/06/2019","tagz.txt"
"Taklimakan Network","05/04/2019","Taklimakan Network.txt"
"Tao","04/08/2016","Tao.txt"
"Tap","25/12/2019","Tap.txt"
"Target Coin","30/09/2017","Target Coin.txt"
"Tarush","07/05/2019","Tarush.txt"
"TaTaTu","11/06/2018","TaTaTu.txt"
"TCOIN","12/11/2017","TCOIN.txt"
"TE FOOD","17/03/2018","TE FOOD.txt"
"Telcoin","19/09/2017","Telcoin.txt"
"Telos","15/08/2018","Telos.txt"
"TenX","21/06/2017","TenX.txt"
"Tera","05/02/2019","Tera.txt"
"Terra","01/04/2019","Terra.txt"
"TeslaCoilCoin","01/09/2017","TeslaCoilCoin.txt"
"Tether","25/02/2015","Tether.txt"
"Tether Gold","23/01/2020","Tether Gold.txt"
"Tezos","02/09/2014","Tezos.txt"
"Thar Token","14/11/2018","Thar Token.txt"
"The tokenized hardware","02/02/2018","The tokenized hardware.txt"
"The WoT.City original","05/01/2017","The WoT.City original.txt"
"THEKEY","01/10/2017","THEKEY.txt"
"Themis","01/03/2018","Themis.txt"
"Theta","11/11/2018","Theta.txt"
"Thrive Token","15/02/2018","Thrive Token.txt"
"ThunderCore","03/05/2019","ThunderCore.txt"
"Ticko","10/06/2018","Ticko.txt"
"Tierion","25/06/2017","Tierion.txt"
"Ties.DB","01/04/2017","Ties.DB.txt"
"Tigereum","08/12/2017","Tigereum.txt"
"Time New Bank","07/01/2018","Time New Bank.txt"
"TimeBox","01/01/2018","TimeBox.txt"
"TimeMoney","01/09/2018","TimeMoney.txt"
"Timicoin","04/09/2018","Timicoin.txt"
"Titan Coin","27/04/2019","Titan Coin.txt"
"Titanium Blockchain","26/10/2017","Titanium Blockchain.txt"
"Tokenbox","20/04/2018","Tokenbox.txt"
"TokenCard","04/04/2017","TokenCard.txt"
"Tokenomy","27/01/2018","Tokenomy.txt"
"TokenPay","01/09/2018","TokenPay.txt"
"Tokenstars","01/09/2017","Tokenstars.txt"
"Tokia","03/12/2017","Tokia.txt"
"Tokugawa","02/03/2018","Tokugawa.txt"
"TomoChain","21/03/2018","TomoChain.txt"
"TopChain","23/01/2018","TopChain.txt"
"Traceability Chain","01/05/2018","Traceability Chain.txt"
"Tracto","01/08/2017","Tracto.txt"
"Traid","23/07/2018","Traid.txt"
"TrakInvest","15/12/2017","TrakInvest.txt"
"Transcodium","07/01/2018","Transcodium.txt"
"Tratok","13/11/2018","Tratok.txt"
"travala","01/12/2018","travala.txt"
"Travelflex","01/12/2017","Travelflex.txt"
"Traxia","01/02/2018","Traxia.txt"
"Treelion","02/10/2019","Treelion.txt"
"TrezarCoin","27/11/2017","TrezarCoin.txt"
"Trinity","14/01/2018","Trinity.txt"
"Tripio","01/07/2018","Tripio.txt"
"Trittium","29/05/2018","Trittium.txt"
"TRON","07/09/2017","TRON.txt"
"True Chain","24/01/2018","True Chain.txt"
"True USD","23/03/2018","True USD.txt"
"TrueFeedBack","01/06/2019","TrueFeedBack.txt"
"TrueFlip","01/11/2017","TrueFlip.txt"
"Truegame","16/04/2018","Truegame.txt"
"TrustVerse","01/09/2018","TrustVerse.txt"
"TTC Protocol","01/03/2018","TTC Protocol.txt"
"Turtlecoin","10/02/2018","Turtlecoin.txt"
"TV","20/04/2018","TV.txt"
"Twinkle","01/12/2018","Twinkle.txt"
"TWIST","18/04/2018","TWIST.txt"
"Typerium","26/06/2018","Typerium.txt"
"U Network","01/08/2017","U Network.txt"
"Ubcoin Market","02/04/2018","Ubcoin Market.txt"
"Ubricoin","01/09/2018","Ubricoin.txt"
"ugChain","23/01/2018","ugChain.txt"
"Ultiledger","11/07/2018","Ultiledger.txt"
"Ultra","18/07/2019","Ultra.txt"
"Ultrain","22/11/2018","Ultrain.txt"
"UltrAlpha","16/08/2019","UltrAlpha.txt"
"UltraNote Coin","04/11/2017","UltraNote Coin.txt"
"Unibright","12/04/2018","Unibright.txt"
"Unification","11/02/2019","Unification.txt"
"Unikoin Gold","21/09/2017","Unikoin Gold.txt"
"United Traders Token","29/11/2017","United Traders Token.txt"
"Universa","08/09/2017","Universa.txt"
"UnlimitedIP","24/01/2018","UnlimitedIP.txt"
"Uos","12/08/2019","Uos.txt"
"Upfiring","21/12/2017","Upfiring.txt"
"Uptrennd","08/05/2019","Uptrennd.txt"
"Uquid Coin","20/12/2017","Uquid Coin.txt"
"Uranus","15/07/2019","Uranus.txt"
"USC","23/11/2018","USC.txt"
"USD Coin","05/10/2018","USD Coin.txt"
"Usechain Token","08/08/2018","Usechain Token.txt"
"UTRUST","02/11/2017","UTRUST.txt"
"V Dimension","24/01/2019","V Dimension.txt"
"V ID","01/03/2019","V ID.txt"
"V Systems","20/01/2019","V Systems.txt"
"ValueChain","10/02/2018","ValueChain.txt"
"Vanta Network","27/05/2019","Vanta Network.txt"
"Vechain","01/05/2018","Vechain.txt"
"Vega Protocol","04/09/2018","Vega Protocol.txt"
"Velas","05/10/2019","Velas.txt"
"Verasity","21/05/2018","Verasity.txt"
"Verge","15/06/2016","Verge.txt"
"VeriBlock","02/04/2019","VeriBlock.txt"
"Versess","13/08/2019","Versess.txt"
"vestchain","10/11/2018","vestchain.txt"
"Vetri","23/02/2018","Vetri.txt"
"Vexanium","16/05/2018","Vexanium.txt"
"Vezt","27/10/2017","Vezt.txt"
"Viacoin","23/09/2017","Viacoin.txt"
"VIBE","04/12/2017","VIBE.txt"
"Viberate","23/10/2017","Viberate.txt"
"VideoCoin","07/11/2017","VideoCoin.txt"
"Viewly","20/01/2018","Viewly.txt"
"VikkyToken","07/08/2018","VikkyToken.txt"
"VINchain","23/02/2018","VINchain.txt"
"Vipstar Coin","17/02/2018","Vipstar Coin.txt"
"VisionX","28/09/2018","VisionX.txt"
"Vitae","11/03/2019","Vitae.txt"
"VITE","25/06/2018","VITE.txt"
"Vites","10/10/2018","Vites.txt"
"Viuly","19/11/2017","Viuly.txt"
"VNT Chain","17/11/2018","VNT Chain.txt"
"Voise","01/01/2018","Voise.txt"
"Volume Network","27/06/2019","Volume Network.txt"
"VoteCoin","06/09/2017","VoteCoin.txt"
"VouchForMe","16/01/2018","VouchForMe.txt"
"vSportCoin","17/09/2018","vSportCoin.txt"
"vTorrent","18/12/2017","vTorrent.txt"
"W Green Pay","29/08/2018","W Green Pay.txt"
"WaBi","26/11/2017","WaBi.txt"
"WABnetwork","16/07/2019","WABnetwork.txt"
"wagerr","01/06/2017","wagerr.txt"
"Waltonchain","08/02/2018","Waltonchain.txt"
"Wanchain","01/10/2017","Wanchain.txt"
"Waves","02/06/2016","Waves.txt"
"Wavesbet","23/04/2019","Wavesbet.txt"
"WAX","29/03/2018","WAX.txt"
"WaykiChain","01/04/2018","WaykiChain.txt"
"WazirX","02/06/2016","WazirX.txt"
"Webcoin","01/03/2018","Webcoin.txt"
"WebDollar","23/03/2019","WebDollar.txt"
"Welltrado","01/04/2018","Welltrado.txt"
"WePower","01/02/2018","WePower.txt"
"wetoken","03/11/2018","wetoken.txt"
"WeTrust","20/04/2017","WeTrust.txt"
"WhaleCoin","27/08/2017","WhaleCoin.txt"
"WHEN Token","19/03/2018","WHEN Token.txt"
"White Standard","01/05/2018","White Standard.txt"
"Whole Network","17/09/2019","Whole Network.txt"
"Wild Crypto","05/09/2017","Wild Crypto.txt"
"WINCOIN","04/12/2017","WINCOIN.txt"
"Wings","26/09/2016","Wings.txt"
"Wink","02/08/2019","Wink.txt"
"WinToken","06/09/2019","WinToken.txt"
"Wirex Token","02/08/2019","Wirex Token.txt"
"WITChain","15/10/2018","WITChain.txt"
"Woodcoin","31/10/2014","Woodcoin.txt"
"Worldcore","19/12/2017","Worldcore.txt"
"Wowoo","22/02/2018","Wowoo.txt"
"WPP TOKEN","20/09/2018","WPP TOKEN.txt"
"Wrapped Bitcoin","24/01/2019","Wrapped Bitcoin.txt"
"wys Token","31/01/2018","wys Token.txt"
"X12 Coin","18/07/2018","X12 Coin.txt"
"x42","01/09/2018","x42.txt"
"X8X Token","10/08/2018","X8X Token.txt"
"Xaurum","01/11/2017","Xaurum.txt"
"xCrypt","24/05/2019","xCrypt.txt"
"Xenoverse","01/07/2019","Xenoverse.txt"
"XinFin Network","01/09/2017","XinFin Network.txt"
"XPA","01/01/2018","XPA.txt"
"Xriba","23/05/2018","Xriba.txt"
"XRT token","11/07/2018","XRT token.txt"
"XTRABYTES","20/04/2017","XTRABYTES.txt"
"XTRD","07/03/2018","XTRD.txt"
"XYO Network","01/01/2018","XYO Network.txt"
"Yap Stone","09/11/2019","Yap Stone.txt"
"YEE","01/01/2018","YEE.txt"
"YENTEN","20/12/2017","YENTEN.txt"
"Yggdrash","09/10/2018","Yggdrash.txt"
"YottaChain","01/10/2018","YottaChain.txt"
"YOUChain","01/02/2018","YOUChain.txt"
"YOYOW","21/05/2017","YOYOW.txt"
"Yuan Chain Coin","09/01/2018","Yuan Chain Coin.txt"
"Zap","11/05/2018","Zap.txt"
"Zcash","18/05/2014","Zcash.txt"
"Zcoin","06/10/2016","Zcoin.txt"
"ZCore","01/08/2018","ZCore.txt"
"Zealium","07/05/2018","Zealium.txt"
"Zebi","17/02/2018","Zebi.txt"
"Zeepin","30/12/2017","Zeepin.txt"
"Zen Protocol","16/10/2017","Zen Protocol.txt"
"ZenCash","01/05/2017","ZenCash.txt"
"ZENZO","08/11/2018","ZENZO.txt"
"ZEON","07/11/2018","ZEON.txt"
"Zephyr","01/08/2017","Zephyr.txt"
"ZeusCrowdfunding","01/12/2018","ZeusCrowdfunding.txt"
"Zeusshield","22/07/2017","Zeusshield.txt"
"ZeuxCoin","23/07/2019","ZeuxCoin.txt"
"Zilla","01/11/2017","Zilla.txt"
"Zilliqa","10/08/2017","Zilliqa.txt"
"Zipper","10/05/2018","Zipper.txt"
"ZMINE","01/08/2018","ZMINE.txt"
"ZrCoin","09/05/2017","ZrCoin.txt"
