Coin Name,Coin Symbol,Date,Open,High,Low,Close,Volume,Market Cap
immutable-x,IMX,"Feb 17, 2025",$0.7973,$0.8596,$0.7861,$0.8082,"$50,024,348","$1,409,270,619"
immutable-x,IMX,"Feb 16, 2025",$0.7931,$0.8265,$0.7869,$0.7973,"$28,831,709","$1,390,365,150"
immutable-x,IMX,"Feb 15, 2025",$0.8206,$0.8273,$0.783,$0.7931,"$29,843,864","$1,382,985,446"
immutable-x,IMX,"Feb 14, 2025",$0.8007,$0.8417,$0.7954,$0.8206,"$37,294,714","$1,431,003,885"
immutable-x,IMX,"Feb 13, 2025",$0.8304,$0.8475,$0.783,$0.8007,"$54,139,731","$1,396,260,950"
immutable-x,IMX,"Feb 12, 2025",$0.7802,$0.8385,$0.7569,$0.8304,"$49,064,404","$1,448,088,498"
immutable-x,IMX,"Feb 11, 2025",$0.808,$0.8714,$0.7794,$0.7802,"$43,369,044","$1,360,563,032"
immutable-x,IMX,"Feb 10, 2025",$0.8139,$0.8353,$0.7875,$0.808,"$40,041,338","$1,408,993,537"
immutable-x,IMX,"Feb 09, 2025",$0.803,$0.847,$0.7761,$0.8139,"$37,080,568","$1,419,278,874"
immutable-x,IMX,"Feb 08, 2025",$0.7637,$0.8074,$0.7445,$0.803,"$34,895,932","$1,400,349,168"
immutable-x,IMX,"Feb 07, 2025",$0.7636,$0.8209,$0.7417,$0.7637,"$43,914,100","$1,331,788,094"
immutable-x,IMX,"Feb 06, 2025",$0.8008,$0.8214,$0.7575,$0.7636,"$41,086,058","$1,331,568,358"
immutable-x,IMX,"Feb 05, 2025",$0.8272,$0.8384,$0.7924,$0.8008,"$40,038,029","$1,396,375,972"
immutable-x,IMX,"Feb 04, 2025",$0.8915,$0.903,$0.7895,$0.8272,"$68,276,978","$1,442,460,562"
immutable-x,IMX,"Feb 03, 2025",$0.8842,$0.9023,$0.6881,$0.8915,"$122,726,354","$1,554,651,777"
immutable-x,IMX,"Feb 02, 2025",$1.0169,$1.0344,$0.8433,$0.8842,"$67,984,994","$1,541,840,662"
immutable-x,IMX,"Feb 01, 2025",$1.1273,$1.1397,$1.0098,$1.0169,"$41,313,539","$1,773,205,415"
immutable-x,IMX,"Jan 31, 2025",$1.1211,$1.1869,$1.1037,$1.1272,"$40,250,126","$1,965,631,968"
immutable-x,IMX,"Jan 30, 2025",$1.0805,$1.1446,$1.0735,$1.1211,"$46,413,721","$1,954,951,550"
immutable-x,IMX,"Jan 29, 2025",$1.0775,$1.1234,$1.0421,$1.0804,"$47,763,827","$1,884,052,086"
immutable-x,IMX,"Jan 28, 2025",$1.1883,$1.1971,$1.0602,$1.0775,"$44,589,605","$1,878,893,079"
immutable-x,IMX,"Jan 27, 2025",$1.1967,$1.1968,$1.0593,$1.1883,"$66,761,027","$2,072,259,249"
immutable-x,IMX,"Jan 26, 2025",$1.2226,$1.2591,$1.1952,$1.1967,"$33,406,974","$2,086,772,779"
immutable-x,IMX,"Jan 25, 2025",$1.1912,$1.2369,$1.1722,$1.2226,"$37,981,896","$2,131,983,846"
immutable-x,IMX,"Jan 24, 2025",$1.2080,$1.2511,$1.1628,$1.1912,"$48,331,980","$2,077,164,358"
immutable-x,IMX,"Jan 23, 2025",$1.1835,$1.2113,$1.1519,$1.2080,"$55,064,914","$2,076,819,086"
immutable-x,IMX,"Jan 22, 2025",$1.2390,$1.2497,$1.1783,$1.1835,"$48,543,897","$2,034,719,353"
immutable-x,IMX,"Jan 21, 2025",$1.1922,$1.2811,$1.1424,$1.2390,"$64,796,486","$2,130,137,326"
immutable-x,IMX,"Jan 20, 2025",$1.1630,$1.2622,$1.1171,$1.1922,"$99,743,300","$2,049,809,985"
immutable-x,IMX,"Jan 19, 2025",$1.3099,$1.3575,$1.1537,$1.1630,"$104,824,630","$1,999,449,468"
immutable-x,IMX,"Jan 18, 2025",$1.4191,$1.4295,$1.2830,$1.3100,"$67,529,884","$2,252,019,192"
immutable-x,IMX,"Jan 17, 2025",$1.3467,$1.4306,$1.3467,$1.4191,"$58,649,177","$2,439,914,512"
immutable-x,IMX,"Jan 16, 2025",$1.3573,$1.3809,$1.2890,$1.3467,"$64,787,548","$2,315,437,114"
immutable-x,IMX,"Jan 15, 2025",$1.2048,$1.3604,$1.1625,$1.3573,"$68,269,634","$2,333,539,552"
immutable-x,IMX,"Jan 14, 2025",$1.1801,$1.2264,$1.1714,$1.2048,"$36,279,143","$2,071,362,606"
immutable-x,IMX,"Jan 13, 2025",$1.2192,$1.2468,$1.1109,$1.1801,"$58,602,757","$2,028,956,893"
immutable-x,IMX,"Jan 12, 2025",$1.2513,$1.2695,$1.2065,$1.2192,"$49,658,792","$2,096,138,884"
immutable-x,IMX,"Jan 11, 2025",$1.2565,$1.2735,$1.2325,$1.2513,"$47,550,071","$2,151,362,918"
immutable-x,IMX,"Jan 10, 2025",$1.2297,$1.2694,$1.2112,$1.2565,"$65,500,826","$2,160,335,154"
immutable-x,IMX,"Jan 09, 2025",$1.2706,$1.2825,$1.2046,$1.2297,"$74,252,961","$2,114,187,229"
immutable-x,IMX,"Jan 08, 2025",$1.3212,$1.3322,$1.2062,$1.2706,"$96,275,254","$2,184,463,893"
immutable-x,IMX,"Jan 07, 2025",$1.4799,$1.4814,$1.3138,$1.3212,"$97,515,853","$2,271,434,959"
immutable-x,IMX,"Jan 06, 2025",$1.4479,$1.5191,$1.4199,$1.4799,"$86,291,352","$2,544,351,135"
immutable-x,IMX,"Jan 05, 2025",$1.4657,$1.4734,$1.4188,$1.4479,"$73,688,247","$2,489,270,455"
immutable-x,IMX,"Jan 04, 2025",$1.4681,$1.4936,$1.4321,$1.4657,"$79,583,155","$2,519,948,984"
immutable-x,IMX,"Jan 03, 2025",$1.3671,$1.4877,$1.3533,$1.4681,"$72,868,456","$2,524,015,274"
immutable-x,IMX,"Jan 02, 2025",$1.3493,$1.4201,$1.3488,$1.3671,"$73,522,696","$2,350,488,837"
immutable-x,IMX,"Jan 01, 2025",$1.3249,$1.3621,$1.2820,$1.3493,"$60,263,410","$2,319,845,074"
immutable-x,IMX,"Dec 31, 2024",$1.3508,$1.4059,$1.3190,$1.3249,"$57,089,024","$2,277,810,742"
immutable-x,IMX,"Dec 30, 2024",$1.3538,$1.4186,$1.3092,$1.3508,"$69,404,736","$2,322,337,837"
immutable-x,IMX,"Dec 29, 2024",$1.4312,$1.4378,$1.3383,$1.3538,"$49,292,068","$2,327,505,633"
immutable-x,IMX,"Dec 28, 2024",$1.3845,$1.4397,$1.3618,$1.4312,"$50,878,565","$2,460,644,074"
immutable-x,IMX,"Dec 27, 2024",$1.3357,$1.4592,$1.3300,$1.3845,"$75,360,386","$2,380,403,973"
immutable-x,IMX,"Dec 26, 2024",$1.4341,$1.4720,$1.3239,$1.3357,"$80,674,721","$2,263,627,482"
immutable-x,IMX,"Dec 25, 2024",$1.4772,$1.4893,$1.4185,$1.4341,"$74,133,449","$2,430,518,654"
immutable-x,IMX,"Dec 24, 2024",$1.4467,$1.5089,$1.4112,$1.4772,"$68,478,494","$2,503,485,971"
immutable-x,IMX,"Dec 23, 2024",$1.3129,$1.4650,$1.2808,$1.4467,"$80,649,745","$2,451,861,548"
