coin_id,avg_volume,date,volume,previous_volume,volume_change_percentage,spike_ratio
tether,67611715520.21396,2025-02-04,166968758364.19934,84708918407.2329,97.10883045573472,2.4695240622060606
tether,67611715520.21396,2025-02-04,164058727628.11258,103256616883.2375,58.88446917995584,2.4264837294220665
tether,67611715520.21396,2025-02-05,121536937900.82945,68081982732.46002,78.51556758919604,1.7975721657956365
tether,67611715520.21396,2025-02-05,89848965879.12984,52737776850.771034,70.36927084236056,1.328896407787014
tether,67611715520.21396,2025-02-06,80711603136.62242,49174943455.97778,64.13156267048232,1.193751741330864
tether,67611715520.21396,2025-02-06,75151396615.55057,44793813896.79178,67.7718195389767,1.1115144178390572
tether,67611715520.21396,2025-02-06,85815887719.38919,55570834609.364655,54.42612716298437,1.2692458260984771
tether,67611715520.21396,2025-02-06,85531592759.13155,44146060162.97147,93.74683141231512,1.2650410080714496
tether,67611715520.21396,2025-02-07,85718682155.28587,47038948931.85286,82.22916136895371,1.267808123130058
tether,67611715520.21396,2025-02-07,81479989715.86855,46021141919.51012,77.04903945750652,1.2051164371285383
tether,67611715520.21396,2025-02-08,92972459240.1398,52115856830.671974,78.39572232730195,1.3750939245483826
tether,67611715520.21396,2025-02-08,87663567509.4301,45562355329.87008,92.40350257300905,1.296573631284673
tether,67611715520.21396,2025-02-09,43708826150.143974,25664849427.57474,70.30618579504497,0.6464682313389355
tether,67611715520.21396,2025-02-09,45393785560.12204,26515988592.5638,71.19401526991291,0.6713893474060809
tether,67611715520.21396,2025-02-09,45336591891.261894,28607483949.216686,58.47808207021043,0.6705434338181755
tether,67611715520.21396,2025-02-09,45009100110.51036,23980610645.971466,87.68954959064605,0.6656997202955741
tether,67611715520.21396,2025-02-10,55823100709.93005,24645682282.87987,126.50255760501945,0.8256424242517637
tether,67611715520.21396,2025-02-10,56162184508.07884,31535588653.757378,78.09144178251219,0.830657587608289
tether,67611715520.21396,2025-02-10,69345928412.58636,34990801045.05463,98.18331201762318,1.0256495916281538
tether,67611715520.21396,2025-02-10,76873467453.02164,49331098944.19659,55.83165406467231,1.1369844243937086
tether,67611715520.21396,2025-02-11,63183030812.24284,34713728966.75042,82.01164983675754,0.9344982644812929
tether,67611715520.21396,2025-02-11,64294336594.57243,28580284253.932148,124.96045183919631,0.9509348505637352
tether,67611715520.21396,2025-02-11,63168874632.17616,31177084724.090557,102.61315383142775,0.9342888898195533
tether,67611715520.21396,2025-02-11,69413687331.73291,44005615295.18268,57.7382496895383,1.0266517688192693
tether,67611715520.21396,2025-02-12,68462191322.502075,37669778136.223015,81.74301710757696,1.012578823000488
tether,67611715520.21396,2025-02-12,64634207885.19492,40857574870.24058,58.193941002290195,0.9559616611986594
tether,67611715520.21396,2025-02-12,61607141218.2679,38108478252.90888,61.66255920640265,0.911190327656294
tether,67611715520.21396,2025-02-12,82629975434.66585,43214536878.68034,91.20874919159644,1.2221251124734716
tether,67611715520.21396,2025-02-13,85362371618.78894,47947036398.411606,78.03471920449464,1.2625381705226522
tether,67611715520.21396,2025-02-13,82484050197.47528,53608806573.22327,53.86287341579197,1.219966829163134
tether,67611715520.21396,2025-02-13,92333107550.35052,60396955549.342415,52.877089102475175,1.3656376981404292
tether,67611715520.21396,2025-02-14,65298956878.37245,42994847998.637794,51.876236149134236,0.9657935222609452
tether,67611715520.21396,2025-02-14,61764388878.17439,37842703358.99051,63.21346890113407,0.9135160734045953
tether,67611715520.21396,2025-02-14,61004393879.022995,29104997083.74255,109.60109943834624,0.9022754918973241
tether,67611715520.21396,2025-02-14,56185683868.884125,36996752084.47333,51.86653071760844,0.8310051510538321
tether,67611715520.21396,2025-02-14,66663653612.85002,34617942915.40467,92.56965607620002,0.985977845702192
tether,67611715520.21396,2025-02-15,66845130419.91367,31589421322.094948,111.60606184691146,0.9886619486814959
tether,67611715520.21396,2025-02-15,40023328053.930115,22649565727.276363,76.70682314995082,0.5919584756278561
tether,67611715520.21396,2025-02-16,35774013064.639534,21550668579.833397,65.9995509286241,0.5291096785429757
tether,67611715520.21396,2025-02-16,34790573066.43241,19466028676.47994,78.72455468263301,0.5145642703893681
tether,67611715520.21396,2025-02-16,32408950154.225903,20896244687.51628,55.09461455333875,0.4793392669431167
tether,67611715520.21396,2025-02-16,30074449584.3846,16524653199.836025,81.99746294635116,0.4448112187804672
tether,67611715520.21396,2025-02-16,31324491521.98334,20675597160.930244,51.504651972886364,0.4632997592350429
tether,67611715520.21396,2025-02-17,26930142372.109142,17668420812.7064,52.419634202633944,0.3983058581623743
tether,67611715520.21396,2025-02-17,47453736054.136925,21244639659.98108,123.3680439566429,0.7018567076581517
tether,67611715520.21396,2025-02-17,60871918435.357216,38789410084.21935,56.9292193492823,0.9003161355543221
tether,67611715520.21396,2025-02-18,60555547942.292595,38948458820.23678,55.47610810939004,0.8956369096149945
tether,67611715520.21396,2025-02-18,56732283905.57048,32635429189.268238,73.83648787504286,0.8390895493342297
tether,67611715520.21396,2025-02-19,71835762968.65434,44787118093.47779,60.39380524266321,1.0624750816621051
tether,67611715520.21396,2025-02-19,67913397960.16076,40351705330.059,68.30366252097495,1.0044619846963743
tether,67611715520.21396,2025-02-19,60234107933.13534,36904116641.31922,63.21785593343533,0.8908827038285557
tether,67611715520.21396,2025-02-19,54329626312.149734,34171200104.281918,58.99244435767361,0.8035534358820808
tether,67611715520.21396,2025-02-19,55118626352.784195,36486517938.66175,51.065734596667376,0.8152230117028358
tether,67611715520.21396,2025-02-20,47325239789.17158,30645173075.898083,54.429670447487496,0.6999562047057168
tether,67611715520.21396,2025-02-20,51025779411.47796,31914510963.619938,59.88269245185484,0.7546884296438643
tether,67611715520.21396,2025-02-20,54803831239.22453,30632180443.07233,78.90933797897101,0.8105670861559453
tether,67611715520.21396,2025-02-21,56331629270.03737,33843751664.277935,66.44617248357658,0.8331637325959557
tether,67611715520.21396,2025-02-21,55643365044.43499,30520009303.356873,82.31765426858772,0.8229840733415383
tether,67611715520.21396,2025-02-21,87083791672.56242,55358048721.304924,57.31008170280328,1.2879985517676573
tether,67611715520.21396,2025-02-22,91676563946.35849,56427785854.94743,62.467058661527375,1.3559271975424116
tether,67611715520.21396,2025-02-22,83127636623.50894,47130876510.3573,76.37617370693526,1.2294856887436345
tether,67611715520.21396,2025-02-22,63773180390.31634,34587413035.05096,84.38262591564296,0.9432267751178417
tether,67611715520.21396,2025-02-22,51988854240.04596,31175591163.31811,66.7614062799784,0.7689326300928244
tether,67611715520.21396,2025-02-22,37948282392.22224,24768170534.26303,53.21390952039234,0.5612678527714149
tether,67611715520.21396,2025-02-23,43977174018.914894,22949764211.126766,91.62364203111673,0.6504371865223119
tether,67611715520.21396,2025-02-23,44264276510.410835,26431422667.976696,67.46838437886942,0.6546835288800961
tether,67611715520.21396,2025-02-23,34469911693.08826,20693936430.407326,66.57010525285438,0.509821580888341
tether,67611715520.21396,2025-02-24,46212644299.05845,21639983447.538967,113.55212406280299,0.6835005434116251
tether,67611715520.21396,2025-02-24,57434033735.93765,32222675907.240906,78.24104336111759,0.8494686652162602
